PRODUCT_ID,MANUFACTURER,DEPARTMENT,BRAND,COMMODITY_DESC,SUB_COMMODITY_DESC,CURR_SIZE_OF_PRODUCT
1019195,69,DRUG GM,Private,ORAL HYGIENE PRODUCTS,DENTURE CLEANSERS, 
1019196,869,GROCERY,National,DRY BN/VEG/POTATO/RICE,RICE SIDE DISH MIXES DRY,6.4 OZ
1019206,69,DRUG GM,Private,FIRST AID PRODUCTS,BANDAGE/TAPE, 
1019212,69,GROCERY,Private,SNACK NUTS,DRY ROAST NUTS,16 OZ
1019221,1628,DRUG GM,National,HAIR CARE PRODUCTS,HAIR COLOR AND DEVELOPERS, 
1019230,69,GROCERY,Private,SPICES & EXTRACTS,SPICES & SEASONINGS,3 OZ
1019247,69,GROCERY,Private,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,1 GA
1019252,953,DRUG GM,National,STATIONERY & SCHOOL SUPPLIES,WRITING INSTRUMENTS, 
1019257,4555,DELI,National,DELI MEATS,MEAT: LUNCHMEAT BULK, 
1019275,5963,MEAT-PCKGD,National,MEAT - MISC,MEAT-MISC-MISC,16 OZ
1019278,151,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN MULTI SERVE ENTREES ALL,25 OZ
1019285,2468,GROCERY,National,MISC WINE,BEERALEMALT LIQUORS,187 ML
1019286,1282,DRUG GM,National,BABY FOODS,BABY FOOD - BEGINNER,4 OZ
1019299,1277,DRUG GM,National,DISPOSIBLE FOILWARE,DISPOSABLE FOILWARE,2 CT
1019316,1650,DRUG GM,National,CANDY - PACKAGED,CANDY BAGS-NON CHOCOLATE,16 OZ
1019320,2366,GROCERY,National,DOMESTIC WINE,PREMIUM 750ML WINES,750 ML
1019330,2,MISC. TRANS.,National,NO COMMODITY DESCRIPTION,NO SUBCOMMODITY DESCRIPTION, 
1019332,1136,GROCERY,National,HOUSEHOLD CLEANG NEEDS,FLOOR - HARD SURFACE,27 OZ
1019360,1651,FLORAL,National,FLORAL BALLOONS,BALLOONS SHAPES/OTHER,11 IN
1019367,1940,COSMETICS,National,MAKEUP AND TREATMENT,SALLY HANSEN, 
1019368,5099,DRUG GM,National,CANDLES/ACCESSORIES,CONTINUITY: FRAMES, 
1019377,1046,GROCERY,National,DRY MIX DESSERTS,PUDDINGS DRY,3.4 OZ
1019382,2472,GROCERY,National,DOMESTIC WINE,FIGHTING VARIETAL WINES,1.5LTR
1019386,2121,GROCERY,National,CRACKERS/MISC BKD FD,MULTI-PACK CRACKERS,11 OZ
1019387,638,GROCERY,National,FROZEN PIE/DESSERTS,FROZEN CAKES/ALL TYPES INCLUDI,10.75 OZ
1019389,3721,DELI,National,DELI MEATS,MEAT: BEEF BULK, 
1019410,1533,DELI,National,SNACKS,SNACKS: DRY,10 OZ
1019424,5742,DRUG GM,National,DIETARY AID PRODUCTS,DIET CNTRL BARS NUTRITIONAL,2.12 OZ
1019434,113,GROCERY,National,IMPORTED WINE,AUSTRALIAN/NZ WINES,1.5 LTR
1019443,436,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,64 OZ
1019455,4441,DELI,National,CHICKEN/POULTRY,CHIX:VALUE ADDED (COLD), 
1019461,69,GROCERY,Private,COFFEE,GROUND COFFEE,26 OZ
1019466,1989,GROCERY,National,SPICES & EXTRACTS,SPICES & SEASONINGS,3.45 OZ
1019478,2472,GROCERY,National,DOMESTIC WINE,FIGHTING VARIETAL WINES,4/187 ML
1019479,1071,GROCERY,National,FROZEN PIZZA,SANDWICHES&HANDHELDS,9 OZ
1019497,869,GROCERY,National,DRY BN/VEG/POTATO/RICE,RICE SIDE DISH MIXES DRY,5.6 OZ
1019513,517,NUTRITION,National,FITNESS&DIET,FITNESS&DIET-CAPSULES&TABLETS,60 CT
1019516,5554,COSMETICS,National,FRAGRANCES,DESIGNER FRAGRANCES,4.0 OZ
1019537,2618,SPIRITS,National,LIQUOR,SINGLE SERVE/MULTI-PK CKTLS <=,200 ML
1019542,2,PRODUCE,National,PEPPERS-ALL,PEPPERS ALL OTHER,10 LB
1019559,1268,GROCERY,National,CONDIMENTS/SAUCES,STEAK & WORCHESTER SAUCE,10 OZ
1019562,2389,GROCERY,National,MISC WINE,BEVERAGE WINES,1LTR
1019563,69,GROCERY,Private,SPICES & EXTRACTS,SPICES & SEASONINGS,16 OZ
1019567,1251,GROCERY,National,FROZEN PIE/DESSERTS,FRZN PASTRY&COOKIES,12 OZ
1019583,5193,DRUG GM,National,APPAREL,MENS ACTIVEWEAR ADIDAS, 
1019584,1864,GROCERY,National,PICKLE/RELISH/PKLD VEG,PICKLD VEG PEPPERS ETC,16 OZ
1019590,69,PASTRY,Private,CAKES,CAKES: BIRTHDAY/CELEBRATION SH, 
1019594,1156,DRUG GM,National,HAIR CARE PRODUCTS,WOMENS  HAIR SPRAYS,7 OZ
1019620,248,DRUG GM,National,ORAL HYGIENE PRODUCTS,TOOTHPASTE, 
1019623,2627,GROCERY,National,DOMESTIC WINE,PREMIUM 750ML WINES,750 ML
1019625,373,COSMETICS,National,MAKEUP AND TREATMENT,COVERGIRL, 
1019627,177,DRUG GM,National,BABY FOODS,BABY FOOD - BEGINNER,4 OZ
1019637,697,GROCERY,National,BEERS/ALES,BEERALEMALT LIQUORS,12 OZ
1019643,5539,GROCERY,National,EGGS,EGGS - X-LARGE,1 DOZEN
1019651,2525,SPIRITS,National,LIQUOR,RTD COCKTAILS 750ML PLUS <=42P,750 ML
1019684,159,GROCERY,National,CRACKERS/MISC BKD FD,CHEESE CRACKERS (CHEEZ-ITS/GOL,11.5 OZ
1019697,1075,GROCERY,National,CRACKERS/MISC BKD FD,SOUP CRACKERS (SALTINE/OYSTER),N    16 OZ
1019707,1094,MEAT-PCKGD,National,LUNCHMEAT,VARIETY PACK,16 OZ
1019709,2404,GROCERY,National,IMPORTED WINE,AUSTRALIAN/NZ WINES,750 ML
1019715,1761,GROCERY,National,DRY BN/VEG/POTATO/RICE,MISC GRAIN MIXES,5.4 OZ
1019719,5595,SPIRITS,National,LIQUOR,TRADITIONAL VODKA,375ML
1019720,69,DRUG GM,Private,LAXATIVES,LAXATIVES, 
1019722,69,GROCERY,Private,PICKLE/RELISH/PKLD VEG,RELISHES,16OZ
1019740,1052,DRUG GM,National,ELECTRICAL SUPPPLIES,NIGHT LIGHTS, 
1019744,69,GROCERY,Private,SEAFOOD - SHELF STABLE,TUNA,6 OZ
1019745,454,DELI,National,CHEESES,CHEESE: NATURAL PREPORTND,8 OZ
1019747,5997,COSMETICS,National,COSMETIC ACCESSORIES,SUNGLASSES SOLARGENICS, 
1019749,159,GROCERY,National,BAKED BREAD/BUNS/ROLLS,FRUIT/BREAKFAST BREAD,16 OZ
1019751,869,GROCERY,National,SALD DRSNG/SNDWCH SPRD,POURABLE SALAD DRESSINGS,16 OZ
1019756,262,GROCERY,National,DOG FOODS,DOG BISCUITS (HARD BISCUIT),24 OZ
1019763,5211,DRUG GM,National,HAIR CARE PRODUCTS,PROFESSIONAL HAIR CARE, 
1019767,2389,GROCERY,National,DOMESTIC WINE,FRUIT VARIETAL WINES,1.5 LITER
1019778,2536,SPIRITS,National,LIQUOR,LIQUEURS/SPECIALTIES,375ML
1019780,1873,GROCERY,National,FROZEN PIZZA,SNACKS/APPETIZERS,25CT/63 OZ
1019789,2129,DRUG GM,National,ORAL HYGIENE PRODUCTS,DENTURE ADHESIVES, 
1019820,5879,GROCERY,National,COFFEE,REGULAR BEAN,12 OZ
1019826,5997,DRUG GM,National,APPAREL,MENS ACTIVEWEAR ADIDAS, 
1019832,1315,GROCERY,National,BATH TISSUES,TOILET TISSUE, 
1019843,857,DRUG GM,National,CANDY - PACKAGED,CANDY BAGS-NON CHOCOLATE,13.3 OZ
1019857,1604,GROCERY,National,BAG SNACKS,POTATO CHIPS,12 OZ
1019862,69,GROCERY,Private,SHORTENING/OIL,VEGETABLE/SALAD OIL,64 OZ
1019864,69,DRUG GM,Private,SUNTAN,SUNTAN PROD W/SPF LOTION/OIL,10 OZ
1019865,1208,GROCERY,National,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,.5 LTR
1019867,261,DRUG GM,National,CANDY - PACKAGED,CANDY BAGS-NON CHOCOLATE,2.75 OZ
1019881,1210,GROCERY,National,SUGARS/SWEETNERS,SUGAR,2 LB
1019883,1807,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,8 OZ
1019889,3033,MEAT,National,PORK,LOIN - CHOPS BONE-IN, 
1019893,2236,DRUG GM,National,FEMININE HYGIENE,FEM. HYGN. TAMPONS,40 CT
1019911,1326,GARDEN CENTER,National,GARDEN CENTER,MISC. LAWN & GARDEN, 
1019917,5015,COSMETICS,National,MAKEUP AND TREATMENT,REVLON, 
1019920,1278,GROCERY,National,BAKING NEEDS,CAKE DECORS & ICING, 
1019940,1232,GROCERY,National,SOFT DRINKS,SOFT DRINK BOTTLE NON-CARB (EX,20 OZ
1019941,69,PASTRY,Private,CAKES,CAKES: ICE CREAM,3.8 LB
1019942,69,GROCERY,Private,SNACK NUTS,VAC PAC NUTS(CANS),11.5 OZ
1019958,5802,NUTRITION,National,CONDIMENTS,SALSA/DIPS,16 OZ
1019974,407,GROCERY,National,DRY MIX DESSERTS,PUDDING&GELATIN CUPS/CANS,14 OZ
1019991,2118,GROCERY,National,HISPANIC,MEXICAN BEANS REFRIED,1.2 LB
1019992,69,GROCERY,Private,PET CARE SUPPLIES,RAWHIDE CHEWS, 
1020032,317,GROCERY,National,CHEESE,SHREDDED CHEESE,8 OZ
1020046,1578,DRUG GM,National,MAGAZINE,MENS-MAGAZINE, 
1020057,69,DRUG GM,Private,COFFEE FILTERS,COFFEE FILTERS,200 CT
1020078,544,GROCERY,National,BAG SNACKS,POTATO CHIPS,20 OZ
1020103,69,GROCERY,Private,SPICES & EXTRACTS,SPICES & SEASONINGS,1.67 OZ
1020110,1051,DRUG GM,National,ELECTRICAL SUPPPLIES,DECOR BULBS, 
1020112,69,GROCERY,Private,BAG SNACKS,BAGGED CHEESE SNACKS,7OZ
1020115,5573,DRUG GM,National,GLASSES/VISION AIDS,READING GLASSES,2.00 DIOPT
1020119,2,PRODUCE,National,VEGETABLES - ALL OTHERS,VEGETABLES ALL OTHER,10 LB
1020129,1433,DELI,National,CHEESES,CHEESE:CHEESEBALLS/SPREADS,5 OZ
1020144,5454,GROCERY,National,IMPORTED WINE,FRENCH WINES,750 ML
1020145,347,NUTRITION,National,CONDIMENTS,JELLIES/PRESERVES/APPLE BUTTER,10 OZ
1020155,1278,GROCERY,National,BAKING NEEDS,BAKING CUPS, 
1020156,2142,GROCERY,National,REFRGRATD DOUGH PRODUCTS,REFRIGERATED BAGELS,17.1 OZ
1020163,2172,DRUG GM,National,CANDY - PACKAGED,CANDY BOXED CHOCOLATES,12 OZ
1020175,5589,GROCERY,National,PET CARE SUPPLIES,RAWHIDE CHEWS,1 CT
1020184,2325,DRUG GM,National,AUTOMOTIVE PRODUCTS,FALL & WINTER SEASONAL, 
1020208,1830,GROCERY,National,BEERS/ALES,BEERALEMALT LIQUORS,12 OZ
1020210,1277,DRUG GM,National,SPRING/SUMMER SEASONAL,DISPOSABLE FOILWARE, 
1020235,1048,DRUG GM,National,STATIONERY & SCHOOL SUPPLIES,SCHOOL PAPER, 
1020273,571,DELI,National,PARTY TRAYS,DELI TRAY:SANDWICHES, 
1020275,1621,GROCERY,National,BAKING NEEDS,CAKE DECORS & ICING,4.25 OZ
1020278,1102,GROCERY,National,BAKED SWEET GOODS,SNACK CAKE - MULTI PACK,9.6 OZ
1020292,5155,GROCERY,National,FROZEN PIE/DESSERTS,FROZEN FRUIT PIES  & COBBLERS,32 OZ
1020297,1057,DRUG GM,National,CANDLES/ACCESSORIES,CONTINUITY: FRAMES, 
1020308,2236,DRUG GM,National,FEMININE HYGIENE,FEM. HYGN. TAMPONS,20 CT
1020322,4100,DELI,National,CHEESES,CHEESE: NATURAL BULK, 
1020329,1944,DRUG GM,National,HOSIERY/SOCKS,LEGGS, 
1020336,2601,SPIRITS,National,LIQUOR,LIQUEURS/SPECIALTIES (42 UNDER,750 ML
1020339,1156,DRUG GM,National,SHAVING CARE PRODUCTS,RAZORS AND BLADES, 
1020350,2468,GROCERY,National,DOMESTIC WINE,VALUE GLASS WINE,4 LTR
1020354,4943,DRUG GM,National,COLD AND FLU,COLD AND FLU,.5 OZ
1020374,69,PASTRY,Private,CAKES,CAKES: CREME/PUDDING,45 OZ
1020385,3087,FLORAL,National,FLORAL-FLOWERING PLANTS,PREMIUM FLOWERING PLANTS,6 IN
1020391,1545,DRUG GM,National,HARDWARE SUPPLIES,CLOSET ACCESSORIES, 
1020404,151,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN MULTI SERVE ENTREES ALL,25 OZ
1020413,3664,MEAT,National,BEEF,GRND/PATTY - ROUND, 
1020424,5508,GROCERY,National,BAKING MIXES,BROWNIE MIX,13.7 OZ
1020442,658,NUTRITION,National,DRY TEA/COFFEE/COCO MIX,TEA BAGS (SUPPLEMENT),16 CT
1020447,673,FLORAL,National,EASTER LILY,EASTER LILY,8 IN
1020452,1989,GROCERY,National,SALD DRSNG/SNDWCH SPRD,POURABLE SALAD DRESSINGS,8 OZ
1020454,2001,DRUG GM,National,MAGAZINE,MOTORCYCLE-MAGAZINE, 
1020459,4951,DRUG GM,National,HAIR CARE PRODUCTS,DANDRUFF-MEDICATED SHAMPOOS, 
1020466,999,DRUG GM,National,IN-STORE PHOTOFINISHING,KODAK COPY PRINT STATION, 
1020472,2808,MEAT,National,BEEF,SELECT BEEF, 
1020473,2350,DRUG GM,National,HAIR CARE PRODUCTS,HAIR CONDITIONERS AND RINSES,12.6 OZ
1020486,4599,DRUG GM,National,OVERNIGHT PHOTOFINISHING,OVERNIGHT PROCESSING, 
1020505,2294,DRUG GM,National,STATIONERY & SCHOOL SUPPLIES,TAPE & MAILING PRODUCTS, 
1020507,709,DELI,National,CHEESES,CHEESE:PROCESSED PREPORTND,8 OZ
1020509,2146,GROCERY,National,FACIAL TISS/DNR NAPKIN,PAPER NAPKINS,40 CT
1020512,359,DRUG GM,National,PORTABLE ELECTRIC APPLIANCES,BLEND/MIX,1.5 CUP
1020516,5554,COSMETICS,National,FRAGRANCES,DESIGNER FRAGRANCES,1.7 OZ
1020517,5588,DRUG GM,National,KITCHEN GADGETS,GADGETS/TOOLS,114348 1CT
1020531,236,GROCERY,National,DRY BN/VEG/POTATO/RICE,POTATOES: DRY,26.7 OZ
1020547,2601,SPIRITS,National,LIQUOR,TRADITIONAL VODKA(42 UNDER PRO, 
1020581,3050,MEAT,National,PORK,LOIN - CHOPS BONELESS, 
1020585,5009,DRUG GM,National,ANTACIDS,ANTI-ACIDS,96 CT
1020603,69,GROCERY,Private,DOG FOODS,DRY DOG VALUE (PET PRIDE/KLR/G,4 LB
1020604,69,GROCERY,Private,FROZEN PIZZA,PIZZA/TRADITIONAL,22 OZ
1020609,1585,DRUG GM,National,BOOKSTORE,PAPERBACK BEST SELLER, 
1020615,1527,GROCERY,National,CONDIMENTS/SAUCES,VINEGAR WINE/RICE,12.9 OZ
1020623,2326,GROCERY,National,SEAFOOD - SHELF STABLE,TUNA,4.1 OZ
1020649,277,GROCERY,National,HOUSEHOLD CLEANG NEEDS,DRAIN CARE,64  OZ
1020655,1944,DRUG GM,National,HOSIERY/SOCKS,LEGGS, 
1020673,869,GROCERY,National,TEAS,TEA BAGS & BULK TEA,4.8 OZ
1020682,69,MEAT-PCKGD,Private,MISCELLANEOUS,SAUERKRAUT,2 LB
1020683,1569,DRUG GM,National,COOKWARE & BAKEWARE,METAL BAKEWARE, 
1020684,855,NUTRITION,National,BAKING,FLOURS/GRAINS/SUGAR,24 OZ
1020700,1825,DRUG GM,National,STATIONERY & SCHOOL SUPPLIES,WRITING INSTRUMENTS, 
1020701,624,DRUG GM,National,VITAMINS,VITAMIN - NON HERBAL SUPPLEMEN, 
1020712,507,DRUG GM,National,MAGAZINE,HOME DECOR-MAGAZINE, 
1020716,69,DRUG GM,Private,VITAMINS,VITAMIN MISC, 
1020721,69,PASTRY,Private,SWEET GOODS & SNACKS,SW GDS: SWT/FLVRD LOAVES, 
1020722,5794,GROCERY,National,BAKING NEEDS,COOKING CHOCOLATE (EX SMI-SWT),4 OZ
1020729,380,GROCERY,National,DOG FOODS,CAN DOG FOOD (SKIPPY/PEDIGREE/,13.2 OZ
1020739,1329,GROCERY,National,DRY BN/VEG/POTATO/RICE,RICE SIDE DISH MIXES DRY,6 OZ
1020751,3047,MEAT,National,PORK,LOIN - CHOPS BONELESS, 
1020756,764,DRUG GM,National,ORAL HYGIENE PRODUCTS,TOOTHPASTE, 
1020762,764,DRUG GM,National,SOAP - LIQUID & BAR,BAR SOAP, 
1020764,5024,DRUG GM,National,ORAL HYGIENE PRODUCTS,DENTURE CLEANSERS,36 CT
1020768,407,GROCERY,National,VEGETABLES - SHELF STABLE,TOMATO PUREE & ASPIC,15 OZ
1020770,665,MEAT-PCKGD,National,BACON,ECONOMY,1 LB
1020782,2597,SPIRITS,National,LIQUOR,RTD COCKTAILS 750ML PLUS,1.75 LTR
1020784,69,GROCERY,Private,DRY BN/VEG/POTATO/RICE,DRY BEANS/PEAS/BARLEY: BAG & B,1 LB
1020791,5069,DRUG GM,National,FEMININE HYGIENE,FEM. HYGN. TAMPONS, 
1020808,2340,GROCERY,National,IMPORTED WINE,ITALIAN WINES,750 ML
1020810,2497,GROCERY,National,DOMESTIC WINE,POPULAR 1.5LT WINES,1.5 LTR
1020823,131,GROCERY,National,DRY SAUCES/GRAVY,GRAVY CAN/GLASS,18 OZ
1020861,4568,DELI,National,CHICKEN/POULTRY,CHIX:VALUE ADDED (COLD), 
1020881,1922,DRUG GM,National,STATIONERY & SCHOOL SUPPLIES,CARD GAMES, 
1020921,764,GROCERY,National,HOUSEHOLD CLEANG NEEDS,TOOLS - FLOOR & FURNITURE,16 CT
1020924,942,GROCERY,National,HISPANIC,MEXICAN SEASONING MIXES,1.25 OZ
1020934,764,DRUG GM,National,DIAPERS & DISPOSABLES,BABY DIAPERS,54 CT
1020937,159,GROCERY,National,COOKIES/CONES,PREMIUM COOKIES (EX: PEPPERIDG,4.9 OZ
1020957,69,GROCERY,Private,DOG FOODS,CAN DOG FOOD (SKIPPY/PEDIGREE/,22 OZ
1020962,462,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,10 OZ
1020970,2330,GROCERY,National,DOMESTIC WINE,VALUE GLASS WINE,1.5 LTR
1020993,2296,DRUG GM,National,HAIR CARE PRODUCTS,SHAMPOO,15 OZ
1021010,5143,DRUG GM,National,GREETING CARDS/WRAP/PARTY SPLY,GIFT-WRAP EVERYDAY, 
1021031,5490,GROCERY,National,OLIVES,GREEN OLIVES,7 OZ
1021035,1046,GROCERY,National,COFFEE,INSTANT COFFEE FLAVORED W/SWEE,8 OZ
1021036,1628,DRUG GM,National,HAIR CARE PRODUCTS,HAIR COLOR AND DEVELOPERS, 
1021038,857,DRUG GM,National,CANDY - PACKAGED,SEASONAL MISCELLANEOUS,.9 OZ
1021039,2472,GROCERY,National,DOMESTIC WINE,PREMIUM 750ML WINES,750 ML
1021042,1796,DRUG GM,National,STATIONERY & SCHOOL SUPPLIES,WRITING INSTRUMENTS, 
1021057,233,GROCERY,National,CAT FOOD,CAT TREATS,3 OZ
1021068,1251,GROCERY,National,SOUP,CONDENSED SOUP,10.75 OZ
1021090,2410,SPIRITS,National,LIQUOR,LIQUEURS/SPECIALTIES,750ML
1021098,69,GROCERY,Private,SPICES & EXTRACTS,SPICES & SEASONINGS,.37 OZ
1021105,1522,DRUG GM,National,SPRING/SUMMER SEASONAL,MISC HOLIDAYS, 
1021108,1282,DRUG GM,National,BABY FOODS,BABY FOOD - BEGINNER,4 OZ
1021111,113,GROCERY,National,IMPORTED WINE,AUSTRALIAN/NZ WINES,750ML
1021115,673,FLORAL,National,FLORAL-FRESH CUT,MUMS,14 STEM
1021116,1755,GROCERY,National,FROZEN PIZZA,PIZZA/TRADITIONAL,16.55 OZ
1021120,909,DRUG GM,National,BROOMS AND MOPS,SPONGES: BATH HOUSEHOLD, 
1021133,69,GROCERY,Private,REFRGRATD JUICES/DRNKS,DAIRY CASE FRUIT DRINKS (NO JU,1 GAL
1021139,904,GROCERY,National,BAG SNACKS,BAGGED CHEESE SNACKS,5 OZ
1021145,373,COSMETICS,National,MAKEUP AND TREATMENT,COVERGIRL, 
1021148,69,DRUG GM,Private,LAXATIVES,LAXATIVES, 
1021152,69,GROCERY,Private,BAKING MIXES,BROWNIE MIX,19.8 OZ
1021164,69,MISC SALES TRAN,Private,COUPON/MISC ITEMS,ELECTRONIC GIFT CARDS ACTIVATI, 
1021170,1841,DRUG GM,National,ETHNIC PERSONAL CARE,ETHNIC HAIR CARE, 
1021173,1985,DRUG GM,National,AUTOMOTIVE PRODUCTS,INTERIOR/EXTERIOR CARE,16 OZ
1021181,1550,GROCERY,National,HISPANIC,ORIENTAL VEGETABLES,14 OZ
1021192,5423,GROCERY,National,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1 GA
1021203,69,PASTRY,Private,BREAD,BREAD:ITALIAN/FRENCH, 
1021225,764,DRUG GM,National,DIAPERS & DISPOSABLES,BABY DIAPERS,34 CT
1021235,586,GROCERY,National,COOKIES/CONES,CHOCOLATE COVERED COOKIES,12 OZ
1021248,764,DRUG GM,National,DEODORANTS,SOLID/STK DEODORANTS, 
1021289,1630,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN REGIONAL/OTHER,15 OZ
1021292,2091,DRUG GM,National,CANDLES/ACCESSORIES,CANDLES, 
1021318,2018,GROCERY,National,HISPANIC,KOSHER FOODS,1 LB
1021324,1208,GROCERY,National,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,12 OZ
1021338,5551,NUTRITION,National,BAKING,FLOURS/GRAINS/SUGAR,2 OZ
1021357,1004,GROCERY,National,FLOUR & MEALS,CORNMEAL,5 LB
1021376,958,COSMETICS,National,MAKEUP AND TREATMENT,MAYBELLINE, 
1021377,2296,DRUG GM,National,DEODORANTS,SOLID/STK DEODORANTS, 
1021383,1968,DRUG GM,National,MAGAZINE,TV/MOVIE-MAGAZINE, 
1021394,5744,NUTRITION,National,REFRIGERATED,JUICE (UNDER 10% JUICE),20 OZ
1021413,338,PRODUCE,National,ORGANICS FRUIT & VEGETABLES,ORGANIC MUSHROOMS,8 OZ
1021416,781,GROCERY,National,MEAT - SHELF STABLE,MICROWAVE,10 OZ
1021420,1702,DRUG GM,National,BROOMS AND MOPS,MOPS: SPONGE DECK DUST, 
1021424,69,PASTRY,Private,SWEET GOODS & SNACKS,SW GDS: SWT/FLVRD LOAVES, 
1021426,5103,DRUG GM,National,HAIR CARE PRODUCTS,HAIR CONDITIONERS AND RINSES, 
1021427,1501,GROCERY,National,HISPANIC,ORIENTAL NOODLES RICE,6OZ
1021431,2265,GROCERY,National,HISPANIC,ORIENTAL OTHER SAUCES MARINAD,8 OZ
1021432,2232,GROCERY,National,BEERS/ALES,BEERALEMALT LIQUORS,24 OZ
1021437,177,DRUG GM,National,INFANT CARE PRODUCTS,FEEDING ACCESSORIES BOTTLES,6 PK
1021438,1545,DRUG GM,National,HARDWARE SUPPLIES,ROPE AND CHAIN, 
1021450,520,GROCERY,National,COOKIES/CONES,PREMIUM COOKIES (EX: PEPPERIDG,13.75 OZ
1021455,5915,DRUG GM,National,HAIR CARE PRODUCTS,PROFESSIONAL HAIR CARE,8.5 OZ
1021457,1278,GROCERY,National,SPICES & EXTRACTS,SPICES & SEASONINGS,1.62 OZ
1021461,2575,GROCERY,National,DOMESTIC WINE,FIGHTING VARIETAL WINES,1.5 LTR
1021470,69,DRUG GM,Private,ORAL HYGIENE PRODUCTS,DENTAL FLOSS AND IMPLEMENTS, 
1021486,2344,SPIRITS,National,LIQUOR,SCHNAPPS(42 UNDER PROOF),750 ML
1021499,2846,MEAT,National,BEEF,LEAN, 
1021519,2852,MEAT,National,BEEF,PRIMAL, 
1021521,2385,GROCERY,National,COOKIES/CONES,SPECIALTY COOKIES,5.5 OZ
1021522,673,PRODUCE,National,TOMATOES,TOMATOES GRAPE,1 PT
1021523,804,DRUG GM,National,HOSIERY/SOCKS,LEVI 550, 
1021527,69,DRUG GM,Private,COFFEE FILTERS,COFFEE FILTERS, 
1021529,937,DRUG GM,National,HAIR CARE ACCESSORIES,HAIR BARRETTES TAILERS,4 CT
1021538,524,DRUG GM,National,FIREWORKS,AGE RESTRICTED FIREWORKS, 
1021541,69,DRUG GM,Private,CANDY - PACKAGED,CANDY BAGS-NON CHOCOLATE,20 OZ
1021542,436,GROCERY,National,LIQUOR,COCKTAIL MIXES-FLUID:ADD LIQ,1 LTR
1021546,958,COSMETICS,National,MAKEUP AND TREATMENT,MAYBELLINE, 
1021547,2497,GROCERY,National,DOMESTIC WINE,ULTRA PREMIUM WINES,750 ML
1021549,2296,DRUG GM,National,HAIR CARE PRODUCTS,SHAMPOO, 
1021554,2468,GROCERY,National,IMPORTED WINE,AUSTRALIAN/NZ WINES,1.5 LTR
1021560,2722,FLORAL,National,FLORAL BALLOONS,BALLOONS SHAPES/OTHER,4 IN
1021562,1225,GROCERY,National,REFRGRATD DOUGH PRODUCTS,REFRIGERATED COOKIES-CHUB,16.5 OZ
1021566,972,GROCERY,National,BAG SNACKS,SGL SV/VEND MACH SNACKS CHIP/P,2.5 OZ
1021592,69,GROCERY,Private,BAKING MIXES,MISCELLANEOUS PACKAGE MIXES,14 OZ
1021599,2,PRODUCE,National,CITRUS,CLEMENTINES, 
1021621,2330,GROCERY,National,DOMESTIC WINE,BOX WINES,5 LTR
1021645,1167,GROCERY,National,FRZN NOVELTIES/WTR ICE,ADULT PREMIUM,16 CT
1021651,1518,DRUG GM,National,KITCHEN GADGETS,GADGETS/TOOLS, 
1021659,958,COSMETICS,National,MAKEUP AND TREATMENT,MAYBELLINE, 
1021660,531,GROCERY,National,COFFEE,INSTANT COFFEE FLAVORED NO SWE,3 OZ
1021670,5023,DRUG GM,National,EYE AND EAR CARE PRODUCTS,SOFT LENS - NON CHEMICAL, 
1021673,2482,GROCERY,National,MISC WINE,DESSERTS & VERMOUTH,750 ML
1021694,1529,GROCERY,National,CRACKERS/MISC BKD FD,CROUTONS SALAD TOPPERS BREAD,6 OZ
1021695,1649,GROCERY,National,BEERS/ALES,BEERALEMALT LIQUORS,12OZ
1021704,69,DRUG GM,Private,SOAP - LIQUID & BAR,LIQUID SOAP, 
1021709,1832,DRUG GM,National,J-HOOKS,JHOOK - HOUSEWARE, 
1021715,1094,MEAT-PCKGD,National,LUNCHMEAT,BOLOGNA,16 OZ
1021751,69,GROCERY,Private,DRY BN/VEG/POTATO/RICE,RICE - DRY BAG AND BOX,25 LB
1021772,787,PRODUCE,National,PROCESSED,PACKAGED MIX,3 OZ
1021783,5143,DRUG GM,National,GREETING CARDS/WRAP/PARTY SPLY,CARDS SEASONAL, 
1021785,69,GROCERY,Private,SHORTENING/OIL,OLIVE OIL,8.5 OZ
1021794,2143,GROCERY,National,PASTA SAUCE,PREMIUM,24 OZ
1021800,69,COSMETICS,Private,MAKEUP AND TREATMENT,IMPLEMENTS SETS, 
1021820,459,DRUG GM,National,FIRST AID PRODUCTS,PILL CASES DOSAGE AIDS, 
1021822,744,NUTRITION,National,SOUP,CANS SOUP/CHILI,15 OZ
1021834,69,DRUG GM,Private,SINUS AND ALLERGY,NASAL SPRAY AND DROPS,1.5 OZ
1021842,964,DRUG GM,National,COFFEE FILTERS,THERMOS,12 OZ
